Parameter,Value,Error_Lower,Error_Upper,Fit_Type,Bootstrap_Index
A,9904.791455885088,99.70323268270488,99.84188263894318,cov_diag,259
mu,0.19097814708933167,0.009103088925352621,0.009098076145637872,cov_diag,259
var,0.8170028591179637,0.011999544299663883,0.01202629376603167,cov_diag,259
A,9979.201838252246,95.38955605078476,96.26643516761833,cov,260
mu,0.18096136475778085,0.009161206325564527,0.008989974189023189,cov,260
var,0.8087023688378692,0.010593229006884195,0.010690241930655923,cov,260
A,9960.05211452227,99.74367664555945,99.80115684327964,cov_diag,260
mu,0.18071569441409532,0.009038281403130425,0.009044904212203083,cov_diag,260
var,0.8049080563927448,0.011869899565333951,0.011909921153425672,cov_diag,260
A,9907.12723890637,95.79237600057735,95.84915458222129,cov,261
mu,0.1907455962526375,0.009107947562739855,0.009178230215738572,cov,261
var,0.8133307259021332,0.010785264837385039,0.010752628633703602,cov,261
A,9928.241729858657,99.63952254608424,99.9062077072776,cov_diag,261
mu,0.1882239002441668,0.009083901926307925,0.009071396891201386,cov_diag,261
var,0.8148527776200956,0.011908102698345358,0.0119255703102387,cov_diag,261
A,9902.776501617856,95.70150470378128,95.92340194110679,cov,262
mu,0.20586094592459453,0.009155632235788202,0.009108743264861356,cov,262
var,0.8079544003800113,0.01053038097474441,0.010609981578285336,cov,262
A,9910.599403560997,99.27837400484024,100.27577675097402,cov_diag,262
mu,0.20229334433706037,0.0091419400412649,0.009040747307468549,cov_diag,262
var,0.8086132993922651,0.011641379593000059,0.01174790795806369,cov_diag,262
A,9992.892054077816,95.95763266427822,95.70771968271617,cov,263
mu,0.18264928363921906,0.009087512747282634,0.009083720498822015,cov,263
var,0.8228555018184414,0.01085910140268357,0.010881627133454681,cov,263
A,10017.04192462695,100.17038171028258,99.37976181994964,cov_diag,263
mu,0.18302195964009227,0.008986659563867726,0.00901623861355954,cov_diag,263
var,0.8253061496126908,0.01207583106195168,0.012090694572445385,cov_diag,263
A,10124.90269807325,95.77096822975967,95.86377658690616,cov,264
mu,0.19807875439855777,0.008956185694615652,0.008950122559138185,cov,264
var,0.824121626392087,0.010535697507645062,0.01057826440278831,cov,264
A,10092.95031566377,99.45109889610485,100.09727781762584,cov_diag,264
mu,0.19815429874885507,0.008905402725087337,0.008966709406134742,cov_diag,264
var,0.8248624752560522,0.0116781512894701,0.011743348525734231,cov_diag,264
A,9896.473925676577,95.81222256730693,95.81635970089326,cov,265
mu,0.20011630875066766,0.009125550148697356,0.009121752848912283,cov,265
var,0.7987828977838315,0.010620723858816577,0.01065931237013665,cov,265
A,9895.245302656494,100.0299596532575,99.52891268567069,cov_diag,265
mu,0.20066333405261233,0.009139152289684416,0.00905699064574647,cov_diag,265
var,0.7977196704555066,0.01189415466828342,0.011685513051333621,cov_diag,265
A,9906.804215667924,95.80864278656392,95.82833286368584,cov,266
mu,0.19533747640817894,0.009139101736325813,0.009139187166943995,cov,266
var,0.8087544914773489,0.010724580800496514,0.01075763238379158,cov,266
A,9891.037695585756,99.85895615712309,99.68706907895425,cov_diag,266
mu,0.19644921198662244,0.009086569845315192,0.009134311762517385,cov_diag,266
var,0.8108432526828316,0.011926569332696044,0.011959810252908962,cov_diag,266
A,10051.500853407786,95.8201089148758,95.8197076348568,cov,267
mu,0.19862131429778734,0.008995476718830836,0.008991797475637733,cov,267
var,0.799808380247425,0.01072503868044445,0.010768144809960658,cov,267
A,10076.789879650842,100.01093568178099,99.5365292926022,cov_diag,267
mu,0.19848077393524743,0.008923100193297735,0.008947581627492056,cov_diag,267
var,0.8006523352366023,0.011993434585476028,0.012010671158777315,cov_diag,267
A,10068.282632952229,95.8631391725868,95.77609084038514,cov,268
mu,0.18409837014997785,0.008995069566041833,0.008994384633514822,cov,268
var,0.8094381419600118,0.010515449427195182,0.010557983215738026,cov,268
A,10045.406344466537,100.18636276913651,99.36502974644175,cov_diag,268
mu,0.18304258631946882,0.008938032465699564,0.00899868561391822,cov_diag,268
var,0.8096780875799022,0.011668949658424162,0.011725976731089958,cov_diag,268
A,9994.425501579835,95.83663296727633,95.79768976857517,cov,269
mu,0.19560238217734233,0.009058224677894005,0.009051696045373455,cov,269
var,0.8111081637641073,0.010634857895176136,0.01069136765827877,cov,269
A,9982.5745538292,99.8400723008687,99.70536469968029,cov_diag,269
mu,0.1965116414764919,0.00901564755364942,0.009039834039092153,cov_diag,269
var,0.8119879346791007,0.011818907043828061,0.011848320050193787,cov_diag,269
A,10137.026439779707,95.75304292835395,95.88982404411483,cov,270
mu,0.21784647215550837,0.00894811055180422,0.00891816576230166,cov,270
var,0.8184810335748774,0.010730499159754485,0.010816819954530484,cov,270
A,10136.286567733654,99.82242356435486,99.72250812474655,cov_diag,270
mu,0.221287717378186,0.008887371584449336,0.008914729040326298,cov_diag,270
var,0.8209794822714395,0.011967031667328083,0.012070359996122229,cov_diag,270
A,10028.400047079509,95.83190078625653,95.80655187171101,cov,271
mu,0.20552534534555103,0.00902480717875739,0.009030209643995339,cov,271
var,0.8200549198557577,0.010745161297616703,0.010796810874381554,cov,271
A,10023.057967037103,99.20501587434258,100.34679274859792,cov_diag,271
mu,0.20680733042058005,0.009033503985226966,0.008960119936582727,cov_diag,271
var,0.8198208957540127,0.012022476356873897,0.011948739358505813,cov_diag,271
A,9964.069375494235,95.9381149756431,95.69173903279261,cov,272
mu,0.22488463605908654,0.009042351725726766,0.009066178332680268,cov,272
var,0.7904256165941168,0.01077793157152855,0.010732863318755333,cov,272
A,9982.867595444513,99.89581016749358,99.65426968876992,cov_diag,272
mu,0.22576814295434217,0.009031811354483114,0.009012730751864147,cov_diag,272
var,0.7912650412326909,0.011870418503923882,0.011974643314241395,cov_diag,272
A,9900.325521028317,95.82147629145774,95.8119456646655,cov,273
mu,0.2085971444014916,0.00914793583971518,0.00913825043296674,cov,273
var,0.806639109482105,0.010758511617644649,0.010831608010578735,cov,273
A,9908.022903414285,98.92978151590444,100.62833974750487,cov_diag,273
mu,0.20382334500467947,0.009143144276730169,0.009044420065154284,cov_diag,273
var,0.8065671719933443,0.011942590894909249,0.012099551474567082,cov_diag,273
A,9919.2141715346,95.63307334030156,96.00100890649829,cov,274
mu,0.1988567970691436,0.009138782937840557,0.009103774144753924,cov,274
var,0.8147683161435708,0.010788137095675348,0.010772161203358095,cov,274
A,9950.783438288328,99.77931938334696,99.76586891839024,cov_diag,274
mu,0.19936573953556574,0.009057218747086874,0.00906325313624303,cov_diag,274
var,0.8133741181089621,0.011999106433039171,0.012021972559800045,cov_diag,274
A,9981.658234345223,95.84460960958992,95.80534515271475,cov,275
mu,0.18083621224952992,0.009055708937739005,0.009125440936713022,cov,275
var,0.8245383783943172,0.01074476578202313,0.01077511249001611,cov,275
A,9959.102794674753,99.77609304480917,99.76908246061227,cov_diag,275
mu,0.17688135121124302,0.009047016575144156,0.009060031095578952,cov_diag,275
var,0.8231038707136468,0.011979617219281122,0.012007099553720611,cov_diag,275
A,9919.432290400575,95.5680368837486,96.07365129218783,cov,276
mu,0.1789959366343581,0.0091768899302314,0.009073347866606353,cov,276
var,0.8063986070501694,0.010639649767614865,0.010735002712971786,cov,276
A,9925.370753109495,99.72524622034278,99.81953885656085,cov_diag,276
mu,0.180298514368351,0.009069610925270855,0.00907939376981078,cov_diag,276
var,0.8028244530118359,0.011868090728605273,0.01191475489560607,cov_diag,276
A,9956.04826687745,96.12056331985663,95.51472369689296,cov,277
mu,0.19860436197982653,0.009141233393277309,0.009070167580713301,cov,277
var,0.815541299709469,0.010502964516363874,0.010636420742456064,cov,277
A,9939.691617000231,99.13787702852633,100.41916789650479,cov_diag,277
mu,0.19372999778782343,0.009147382307439795,0.00898898941584057,cov_diag,277
var,0.8147330016384552,0.011702547931840434,0.011710686609829431,cov_diag,277
A,10018.220198154237,96.01965547869064,95.6136207679458,cov,278
mu,0.18994573296192313,0.009056363724830511,0.009026693204294901,cov,278
var,0.8167010368842764,0.010584726658741465,0.010595389391270478,cov,278
A,10003.794344481166,99.89947215124239,99.64631527873287,cov_diag,278
mu,0.18989775795893582,0.009010707039594631,0.009016744391142317,cov_diag,278
var,0.8162323254768196,0.011774191547500742,0.011773426403183032,cov_diag,278
A,9932.478524533455,95.80402675857384,95.83430605411499,cov,279
mu,0.1901460486872372,0.009123631125324447,0.009119808874100499,cov,279
var,0.8151061218131603,0.010709230167837312,0.010749747276778767,cov,279
A,9939.717984560048,99.66032513112482,99.88523702265196,cov_diag,279
mu,0.18821964605997749,0.009072964862015701,0.009061085137270533,cov_diag,279
var,0.8146135976281811,0.011915645034193538,0.011936297501167497,cov_diag,279
A,10091.577605396169,95.87554403751399,95.7679484521309,cov,280
mu,0.18818760942036594,0.008964426910924372,0.008980091040543127,cov,280
var,0.8002606825606265,0.010498754428872051,0.010550562699053342,cov,280
A,10050.114242866399,99.78653469500377,99.75803468538841,cov_diag,280
mu,0.18481808119631096,0.008956174559418117,0.008956775546619875,cov_diag,280
var,0.801028814436578,0.011774908546052718,0.011801836621590896,cov_diag,280
A,9926.067234144704,95.92880171326526,95.70090026099939,cov,281
mu,0.19142083619836497,0.00908988728232642,0.009102155396590556,cov,281
var,0.795654137067962,0.010530456296885973,0.010587766152154161,cov,281
A,9947.827865941734,99.87161955002657,99.67238425916669,cov_diag,281
mu,0.18894335939344603,0.009037175722017355,0.009051360348508205,cov_diag,281
var,0.7928730251253265,0.01174063675519459,0.011726199388840666,cov_diag,281
A,9978.753401418304,95.7980822532624,95.83423008341413,cov,282
mu,0.19684561118854835,0.009070641399628624,0.009086193160864257,cov,282
var,0.8168949029622324,0.01061348520341263,0.010652652500595678,cov,282
A,9996.304562523599,99.77222315788427,99.7722859218372,cov_diag,282
mu,0.1962359841615336,0.009026965657275907,0.00901347238703569,cov_diag,282
var,0.8204536499477588,0.01177425777270658,0.011797267728997609,cov_diag,282
A,10064.157587732427,96.56908680470386,95.08204648954427,cov,283
mu,0.1897149560787224,0.009054681235902483,0.008954877654212125,cov,283
var,0.8121329616555383,0.010575073106552113,0.010653117360575656,cov,283
A,10029.105566514727,99.81354131895358,99.73171805597619,cov_diag,283
mu,0.19177803359358053,0.008977199095540463,0.00899198504716523,cov_diag,283
var,0.8115684926340451,0.011815652733675911,0.011850766605768953,cov_diag,283
A,10092.02995344887,95.7504238426876,95.88005257594072,cov,284
mu,0.1951137077287509,0.008973126544297126,0.008957564521073236,cov,284
var,0.8136359603325837,0.01053451335303812,0.010597456950696676,cov,284
A,10078.668100188846,99.83431592496638,99.7123671625266,cov_diag,284
mu,0.19813717986568408,0.008942428551772855,0.008952471992934148,cov_diag,284
var,0.8147378654765323,0.011825546778141094,0.011772036556846534,cov_diag,284
A,9832.896367596943,95.80029397569974,95.84289305846008,cov,285
mu,0.20387105011175213,0.009229056593729733,0.009222361190194655,cov,285
var,0.8290961084833004,0.010983712804852186,0.0110333536413451,cov,285
A,9834.76566823685,99.90629193511073,99.63882819256172,cov_diag,285
mu,0.20587138621700724,0.00916092544965361,0.009184760734549092,cov_diag,285
var,0.8257991671851617,0.012204176740972437,0.012164217758680807,cov_diag,285
A,9939.674298356867,95.80222206780228,95.82411872294183,cov,286
mu,0.2033531429373789,0.009094637984803821,0.009090323334406814,cov,286
var,0.8075638821809318,0.010590320616301552,0.010629526345526795,cov,286
A,9937.080652254424,99.83559370410981,99.70941114334943,cov_diag,286
mu,0.19847324310874406,0.00905596486206511,0.00907385632409564,cov_diag,286
var,0.8039144884387585,0.011835428685566357,0.011866556040596804,cov_diag,286
A,9825.24316868544,96.8081845527043,94.83509435554986,cov,287
mu,0.20682120760063344,0.009201707112490107,0.009216265189285857,cov,287
var,0.8062971313409486,0.010841728337272597,0.010800694211643607,cov,287
A,9824.655532856621,100.78023312043263,98.77549138345667,cov_diag,287
mu,0.2054052884213154,0.009180619317610177,0.009164259835975781,cov_diag,287
var,0.806794486713434,0.01203087966033764,0.012064316017865017,cov_diag,287
A,10216.356653793131,95.81934383819001,95.82604628948943,cov,288
mu,0.19545558878404168,0.00888698558263637,0.008873621619733006,cov,288
var,0.8249954914903703,0.01052073889003968,0.010575790366811211,cov,288
A,10237.703437575286,100.01392138299624,99.5330185127683,cov_diag,288
mu,0.19387017931188877,0.008824953610349424,0.008792755382215854,cov_diag,288
var,0.8235935522456981,0.011639546163130253,0.011724935103782029,cov_diag,288
A,10138.38325241281,95.76011102504968,95.87024277542396,cov,289
mu,0.2087328199004362,0.008939102310147683,0.008933360313296656,cov,289
var,0.8168962629954415,0.01049289491284702,0.010524346633701678,cov,289
A,10129.565767382524,99.79746138333923,99.74706131845495,cov_diag,289
mu,0.2116813212879734,0.008911562094372227,0.008897505766099812,cov_diag,289
var,0.8184113591608673,0.01163658989925657,0.011687550514734376,cov_diag,289
A,9976.969592927302,95.82201178437832,95.83669201368936,cov,290
mu,0.18980998970812699,0.009192304304787237,0.009001161224815491,cov,290
var,0.821290125093366,0.010744784490537842,0.010717237644133076,cov,290
A,9961.257535071129,99.77249130659105,99.77168182206253,cov_diag,290
mu,0.193958815210331,0.009055622832784719,0.009050473112556509,cov_diag,290
var,0.8222547902353999,0.011837664472447239,0.011867176564421576,cov_diag,290
A,9884.918216110818,95.8385196254582,95.79122536129583,cov,291
mu,0.20587930038266447,0.00912703420742587,0.009112123341725186,cov,291
var,0.7936014863002709,0.010736478390592425,0.010757268427236913,cov,291
A,9902.770356224073,99.80261546792795,99.74069669365434,cov_diag,291
mu,0.2094817469408471,0.009079855757709452,0.009094971233252192,cov_diag,291
var,0.7937190934372161,0.011963805847921952,0.012002154282512887,cov_diag,291
A,10086.801506618345,95.83862000561771,95.78957995853904,cov,292
mu,0.2018622684263211,0.008967158390629828,0.008974475757410063,cov,292
var,0.8109174322587779,0.010435810246250463,0.010493210498484036,cov,292
A,10077.526028721377,99.17740366739534,100.37242151883679,cov_diag,292
mu,0.20252922059452888,0.008970252701345386,0.008917402800131174,cov_diag,292
var,0.8133287184122998,0.011595152020055342,0.011668027148733813,cov_diag,292
A,9925.693236532086,95.26037007476546,96.38391193741583,cov,293
mu,0.19487418242523416,0.009149952964764969,0.009076301169050319,cov,293
var,0.8073492769506773,0.010848512148897864,0.010838764813210024,cov,293
A,9869.492071603701,99.83330052918033,99.71206498324766,cov_diag,293
mu,0.19585304879551013,0.009123465660728794,0.009129724711139561,cov_diag,293
var,0.8051893127270368,0.012118625970025006,0.012175518737465165,cov_diag,293
A,9854.613446926893,95.82649931390935,95.80399109513654,cov,294
mu,0.1948616639342998,0.009174874541598361,0.0091814875838179,cov,294
var,0.8096657102976669,0.010762251823831096,0.010794383339337278,cov,294
A,9894.765053820547,99.88952853207746,99.65719082737706,cov_diag,294
mu,0.19656600035746474,0.009077756018740547,0.009141423592387728,cov_diag,294
var,0.8109173747938242,0.011940445896553088,0.01197441390369961,cov_diag,294
A,9995.829759274176,95.73841993739228,95.91367255478146,cov,295
mu,0.19477605526543953,0.009076184818402102,0.009087644465862268,cov,295
var,0.8175653450152116,0.010786654024172494,0.010825153982330462,cov,295
A,10013.681096123557,99.87611741729222,99.66938389235114,cov_diag,295
mu,0.19595352725490245,0.009002476698766956,0.009001103333933015,cov_diag,295
var,0.8122507236996122,0.011963448906889657,0.011988985106164893,cov_diag,295
A,10093.799171979945,95.83653149693545,95.80607578754856,cov,296
mu,0.21229406768454046,0.008954096647463257,0.008941504274259075,cov,296
var,0.8135724304100213,0.010805339397035539,0.01084296583041278,cov,296
A,10077.9138849695,99.85589405690725,99.68986730105007,cov_diag,296
mu,0.2114220120852362,0.008942943203433596,0.008954662418816737,cov_diag,296
var,0.8163228849660911,0.012072652828535367,0.012112702115840205,cov_diag,296
A,10156.946418837148,95.82888545254563,95.80881133752666,cov,297
mu,0.18960276140708135,0.008914698228140295,0.008915075677120504,cov,297
var,0.8036447602579533,0.010337912590195028,0.010374962890471899,cov,297
A,10176.835401219143,99.95257062403516,99.60365266033845,cov_diag,297
mu,0.18659216560344533,0.008856972470535561,0.008834773556359792,cov_diag,297
var,0.8007704663763698,0.011303231513853491,0.011576015252279725,cov_diag,297
A,10070.175249961796,95.83737806143338,95.80193187486356,cov,298
mu,0.2019941765067522,0.00904236520776984,0.009006862562615067,cov,298
var,0.8329121583733476,0.010625444961932094,0.010680002833698458,cov,298
A,10109.932669041118,99.57492925818033,99.97092004229488,cov_diag,298
mu,0.2027499123641226,0.008915475296931416,0.008940479448858769,cov_diag,298
var,0.8342558217970875,0.011802734810229802,0.011687328640551229,cov_diag,298
A,9959.500024181207,96.10818647182015,95.52592816692925,cov,299
mu,0.19837929407855265,0.009053836957710113,0.009073332838119386,cov,299
var,0.7937430117729931,0.01058439896543655,0.010578636455028574,cov,299
A,9986.569518144219,99.94149006482915,99.61576377373805,cov_diag,299
mu,0.1973804820202146,0.009044084753909295,0.008970791034354825,cov_diag,299
var,0.79099856752722,0.01181957034568822,0.01160812744259208,cov_diag,299
A,9904.34183077197,96.39884915266506,95.23595850608102,cov,300
mu,0.21882732704476124,0.009168296189435075,0.009120145637044092,cov,300
var,0.8045235837557573,0.010832217875451628,0.010885326198228294,cov,300
A,9901.285371230262,99.82640010313277,99.72218765846833,cov_diag,300
mu,0.21978653119998298,0.009137664854649017,0.009080701865120224,cov_diag,300
var,0.8053782134034686,0.011992654959874184,0.012080641129658353,cov_diag,300
A,10031.549886123019,95.90080875805788,95.73666881840334,cov,301
mu,0.2014882552139969,0.009032089586497287,0.00904574938708882,cov,301
var,0.8250409867258671,0.01067100672513672,0.010725989165687073,cov,301
A,10000.426826552435,100.03073372624608,99.5154107345701,cov_diag,301
mu,0.20521083952577435,0.009008526860922832,0.009030369268806921,cov_diag,301
var,0.8235926037183117,0.011887168763499116,0.011931389188622113,cov_diag,301
A,9962.85414796331,95.73298623275919,95.9014699004446,cov,302
mu,0.2065922478014083,0.009073592366218998,0.009083645615041009,cov,302
var,0.8031583998288399,0.01072686504488253,0.010754001149950142,cov,302
A,9930.809119853562,99.29141295623849,100.26651054752446,cov_diag,302
mu,0.20369946102574094,0.009113729375902387,0.009029738126892504,cov_diag,302
var,0.8037477067813111,0.011937368413877377,0.012102347960457649,cov_diag,302
A,10050.809428876471,95.85790508961877,95.78901349143617,cov,303
mu,0.1935129741269474,0.009035954582458835,0.009018899869186409,cov,303
var,0.8093763955032588,0.010611589433101629,0.01066538021667887,cov,303
A,10019.11788541998,99.8347884473723,99.71074613424246,cov_diag,303
mu,0.19258888388736323,0.00898360263591622,0.009010585011399378,cov_diag,303
var,0.8102918119627215,0.011793106995025464,0.011824491769492471,cov_diag,303
A,9934.008697879688,95.81690927640557,95.8146143466791,cov,304
mu,0.19950219330849314,0.009107113301367218,0.009102849381367201,cov,304
var,0.8020041941071228,0.010582660151992019,0.01062729748898385,cov,304
A,9926.226690371597,99.64149715836118,99.90611601575051,cov_diag,304
mu,0.20201899715268098,0.009086129567128924,0.009053372487345678,cov_diag,304
var,0.7982656910810658,0.011768554208799112,0.011713218962558116,cov_diag,304
A,9885.120702907678,95.84098544940271,95.79328871381861,cov,305
mu,0.19886645502716835,0.009158856582444329,0.009150429109633974,cov,305
var,0.8084796972482422,0.010737446390143334,0.01079065444331644,cov,305
A,9860.488267278322,99.7197803112625,99.8261230300475,cov_diag,305
mu,0.19750688509877215,0.009129417177334835,0.009143917805390311,cov_diag,305
var,0.8079854578072532,0.011903182277775712,0.01199522203795128,cov_diag,305
A,10029.799037509483,95.73778519227628,95.911400604118,cov,306
mu,0.1926841493119143,0.009027174864642802,0.009062977404950672,cov,306
var,0.8091259029145189,0.01068615718796991,0.01066334339540934,cov,306
A,10058.459098495,99.8244947456464,99.72094098496456,cov_diag,306
mu,0.19280796023891122,0.008948896072109289,0.008974918646364806,cov_diag,306
var,0.8113454857601899,0.011851799135916902,0.011882899654545868,cov_diag,306
A,9956.22147251877,95.73452982075675,95.90876515406664,cov,307
mu,0.1978575384108978,0.009103876706949557,0.009100080342516569,cov,307
var,0.8237822227204797,0.010856393301035652,0.010887744974291317,cov,307
A,9945.865383081027,99.88988535823081,99.65523341017389,cov_diag,307
mu,0.20072032571913598,0.009070686389122222,0.009066362513415896,cov_diag,307
var,0.8237174773627574,0.012080136229332981,0.012087495898955228,cov_diag,307
A,10160.841990494473,96.25703896758928,95.38844096886395,cov,308
mu,0.1923735887075433,0.008855713710416404,0.008932485390251934,cov,308
var,0.7981708903648476,0.010256544125062399,0.010453266155965632,cov,308
A,10153.766105607612,99.86517426499212,99.68039146884523,cov_diag,308
mu,0.19512415275571418,0.008845871612714568,0.008882243083650642,cov_diag,308
var,0.7971712897647983,0.011476348579658933,0.011569333167525023,cov_diag,308
A,9906.858884429137,95.36444667221325,96.2913916872815,cov,309
mu,0.2193382633381704,0.009143559278429789,0.009129379941119084,cov,309
var,0.8182433046105586,0.010970828407665608,0.011162368005116519,cov,309
A,9888.227190742802,99.86662797459411,99.67850370909902,cov_diag,309
mu,0.21835529553723151,0.0091244243676434,0.009118625199888286,cov_diag,309
var,0.8219269277495294,0.01235634807855564,0.012386579641760952,cov_diag,309
A,9952.892300344221,95.90061747498045,95.74494047098146,cov,310
mu,0.20082031328992286,0.009083184555703942,0.009118455469309342,cov,310
var,0.8134865774491746,0.010894577389716999,0.01090430917251585,cov,310
A,9967.409999810667,99.81595601734989,99.7291934568819,cov_diag,310
mu,0.20385703235104283,0.00904390125303732,0.009044566633936438,cov_diag,310
var,0.8137379893693414,0.012133555758924134,0.012149002405327486,cov_diag,310
A,9913.877545744965,95.83877415410151,95.80047352938242,cov,311
mu,0.19226371303089995,0.009164157033257167,0.009118904005839614,cov,311
var,0.815890387369749,0.010739079432149874,0.010692031169063811,cov,311
A,9905.454737845876,99.77047922284547,99.77447967105014,cov_diag,311
mu,0.19407698245508723,0.009099148852404601,0.00910082422589343,cov_diag,311
var,0.8160038951036147,0.011853749656118382,0.011885528536070425,cov_diag,311
A,10014.269138604632,96.1995655999444,95.44865859803058,cov,312
mu,0.19950190756094568,0.008987593496971775,0.00906646799535807,cov,312
var,0.7982790725001669,0.010807456705796192,0.010892491138583838,cov,312
A,10001.632798703698,99.78548446765645,99.76074595694672,cov_diag,312
mu,0.2017674212075374,0.008998051129608494,0.008997650507157468,cov_diag,312
var,0.7947184268246199,0.012112452872800081,0.012141764438820724,cov_diag,312
A,9937.4782932583,95.82074032008543,95.81018046579068,cov,313
mu,0.19530151887178124,0.009110442268308799,0.009105474308370123,cov,313
var,0.817673381869504,0.01079014933888417,0.01081387397606638,cov,313
A,9912.669158540128,99.76910557630069,99.77615238919518,cov_diag,313
mu,0.1955827138433007,0.009108999960047326,0.009094159475924945,cov_diag,313
var,0.8183835677587663,0.012079882933923345,0.012099865285369662,cov_diag,313
A,9751.339008870189,95.66637606078234,95.96159590006752,cov,314
mu,0.21654513906914233,0.009390849868481146,0.009220818577490757,cov,314
var,0.8357214086646475,0.0109137084975585,0.010949726494208474,cov,314
A,9733.131299896391,99.70018028342302,99.84119010480033,cov_diag,314
mu,0.2178069608982269,0.009289637679869208,0.009263978671024544,cov_diag,314
var,0.8349525329409211,0.012114692818800461,0.012048672378807877,cov_diag,314
A,10213.164368193307,95.81837884915824,95.8115581648645,cov,315
mu,0.20331208202039286,0.008866220205991858,0.008864534385666674,cov,315
var,0.8189988690152247,0.010356031880540528,0.010465465333724958,cov,315
A,10197.277198880556,99.76980405910417,99.77481881522031,cov_diag,315
mu,0.20298813610523572,0.008843056072286274,0.008843773532327888,cov_diag,315
var,0.8207967720739767,0.011568619683466808,0.011603730992664409,cov_diag,315
A,9856.94152085525,95.50909531335382,96.1237441112506,cov,316
mu,0.21133674741173006,0.009169257953015065,0.009222227879636984,cov,316
var,0.8288892657221847,0.01086333709507732,0.010839744248786283,cov,316
A,9853.41577035321,100.36717599426517,99.18096861276486,cov_diag,316
mu,0.20923881006124878,0.009129908117699809,0.009183379346440852,cov_diag,316
var,0.8272920159586128,0.012064867881572107,0.012149600888898606,cov_diag,316
A,9964.241479933793,95.70257248314694,95.92704120345833,cov,317
mu,0.20584422259388516,0.009064436539142195,0.009064511147585011,cov,317
var,0.7986414438819478,0.010584961453730692,0.010599677386076672,cov,317
A,10008.504926981374,99.7439230519525,99.80121551375333,cov_diag,317
mu,0.20364555383087798,0.008994863524249887,0.008996926969664507,cov_diag,317
var,0.7995074656160174,0.011686920761978721,0.011735810802437343,cov_diag,317
A,9951.193313495329,95.82759070639126,95.8049100940949,cov,318
mu,0.1960514723553634,0.009120964769133955,0.009104596610798424,cov,318
var,0.8261139484644059,0.01067989554282394,0.010720839426678045,cov,318
A,9918.169360688693,99.76975470177985,99.77522978545387,cov_diag,318
mu,0.1926441274014799,0.009110284609393596,0.00907748696381974,cov_diag,318
var,0.8256749922146795,0.011912866558424634,0.012003938382500754,cov_diag,318
A,10131.356315912024,95.30771695552286,96.33225912370408,cov,319
mu,0.20841410698362425,0.008892274404885188,0.00895036311442438,cov,319
var,0.8149022821930703,0.01063782814201915,0.010680355915352711,cov,319
A,10157.844258279938,99.8405884884457,99.70475791266941,cov_diag,319
mu,0.21195856609665728,0.008870385681933674,0.008881528934219876,cov_diag,319
var,0.8130626227709687,0.011803962228725868,0.01184815612871506,cov_diag,319
A,9985.268029724799,95.75526860962127,95.87356949983715,cov,320
mu,0.2104362928839687,0.009044855653604963,0.00909283023255874,cov,320
var,0.8244372786978789,0.010677523393778808,0.01070095796161701,cov,320
A,9971.200431841886,99.6951644683233,99.84975197973587,cov_diag,320
mu,0.20523691565254407,0.009060290232769877,0.009032542175836213,cov_diag,320
var,0.8251967412763361,0.01194563762533512,0.011969107115951894,cov_diag,320
A,10128.476210427218,95.86440855319283,95.7831304011711,cov,321
mu,0.1884813536723295,0.008972412530819379,0.008911895400698644,cov,321
var,0.8115606366044531,0.010406834755794918,0.01064102252141355,cov,321
A,10116.951778377183,99.79148090853505,99.7536646071641,cov_diag,321
mu,0.1852285188756292,0.00890570365977804,0.008907006886054579,cov_diag,321
var,0.8109959307910225,0.01170294865573809,0.011743062610877352,cov_diag,321
A,9895.887315668258,95.48558921199938,96.15849347273746,cov,322
mu,0.19759741069391124,0.009112780320436034,0.009161165775741378,cov,322
var,0.8049229960409581,0.01090790537941,0.010895222422489602,cov,322
A,9910.287340865741,99.49553340044726,100.05489665996024,cov_diag,322
mu,0.19727558833753656,0.009128927899842779,0.009054862803979286,cov_diag,322
var,0.808903685328992,0.01207991819342806,0.01220048912265244,cov_diag,322
A,9929.652542651867,96.2131964037521,95.41875854799758,cov,323
mu,0.20825764806620628,0.009126326747045022,0.00909580175015916,cov,323
var,0.8042946264887859,0.010567376011262468,0.01061512799517553,cov,323
A,9935.239091877518,99.81044034048264,99.7352651386235,cov_diag,323
mu,0.20856484384913748,0.009065919301448316,0.009071660061163677,cov_diag,323
var,0.8043888586708615,0.011684544879827887,0.011734526945128936,cov_diag,323
A,10040.50500520903,95.81989806854816,95.81675569425826,cov,324
mu,0.1955427831958142,0.009031759405312575,0.009027311946421488,cov,324
var,0.8131022156946547,0.010522842460295683,0.010567001321826497,cov,324
A,10043.148513578513,99.8436150415925,99.70216698624725,cov_diag,324
mu,0.19515162314592782,0.008953496925584281,0.008993835199890537,cov_diag,324
var,0.8111771861543822,0.011658900736738755,0.011691772857183287,cov_diag,324
A,10165.12976267875,95.90994088798536,95.72333602348156,cov,325
mu,0.188701244963029,0.008903207109939155,0.0088932661400869,cov,325
var,0.8049363512111837,0.01035382703841516,0.010431008667393432,cov,325
A,10181.530750003956,100.50602694367572,99.04489583653523,cov_diag,325
mu,0.1828230893848217,0.008841852741846215,0.008856788660423288,cov_diag,325
var,0.8070023615947852,0.011547090625824732,0.011636269573590952,cov_diag,325
A,10070.392291127702,95.9010829639129,95.73886129320809,cov,326
mu,0.20657692412490972,0.00897110562507268,0.008987419567155623,cov,326
