Parameter,Value,Error,Fit_Type,Bootstrap_Index
mu,0.19408896751250204,0.01399972797076828,cov_diag,72
var,0.7880497740759036,0.017686312960691123,cov_diag,72
mu,0.21208421534496621,0.010661165377880723,cov,73
var,0.8171132802810591,0.014798193515881521,cov,73
mu,0.213600284906205,0.01394258778080397,cov_diag,73
var,0.8119842171336958,0.01754400173376589,cov_diag,73
mu,0.2394403264889454,0.010729331563088286,cov,74
var,0.8075855216738083,0.015067899539020694,cov,74
mu,0.2422592489049996,0.014131655240724145,cov_diag,74
var,0.7866468320190549,0.017950694468333788,cov_diag,74
mu,0.2038262340278651,0.010450265170418154,cov,75
var,0.8083321732497583,0.01462927056850229,cov,75
mu,0.20816062729904652,0.013740641729984092,cov_diag,75
var,0.793442444971571,0.0172289798709492,cov_diag,75
mu,0.2103221214338922,0.010508462152914141,cov,76
var,0.7986450652189304,0.014488622399598926,cov,76
mu,0.21461669989852036,0.013910245552007252,cov_diag,76
var,0.7792719094710773,0.0171977697433237,cov_diag,76
mu,0.22177633208648312,0.010657681665748023,cov,77
var,0.8077631392704281,0.014775390659018273,cov,77
mu,0.2303825541652942,0.013956746743451178,cov_diag,77
var,0.7868063314699032,0.017227772315346872,cov_diag,77
mu,0.19174632854560886,0.010507012688572705,cov,78
var,0.7985122905978714,0.014806569503531555,cov,78
mu,0.19237206879075025,0.013930378886332404,cov_diag,78
var,0.7829688446908487,0.01783085259096592,cov_diag,78
mu,0.20694914456407437,0.010660240585048749,cov,79
var,0.8280044988491171,0.014934414953461735,cov,79
mu,0.21428540423461392,0.013995715664086743,cov_diag,79
var,0.8003210093026933,0.017168209084500213,cov_diag,79
mu,0.2052183666245013,0.010730315720640374,cov,80
var,0.7936050105659614,0.014578501407880548,cov,80
mu,0.21139343399151378,0.013923728622076036,cov_diag,80
var,0.7771690346578608,0.017155032895917778,cov_diag,80
mu,0.20424117391509736,0.010526052358919647,cov,81
var,0.8244192135043767,0.014860136661607792,cov,81
mu,0.209204488068558,0.013842916774010833,cov_diag,81
var,0.7957352301757825,0.01730970539651162,cov_diag,81
mu,0.2015278571137097,0.010362717242339916,cov,82
var,0.8101407921014828,0.014440943744790548,cov,82
mu,0.20958394266872069,0.01376819248699698,cov_diag,82
var,0.7864904622870743,0.01674251322556621,cov_diag,82
mu,0.1987376186489246,0.010725742191939114,cov,83
var,0.811434673340253,0.015066540434900348,cov,83
mu,0.2016887625252884,0.014063938101958199,cov_diag,83
var,0.7922887106927532,0.017962403483200086,cov_diag,83
mu,0.2046899443382305,0.010785812976798663,cov,84
var,0.8110950685685091,0.015350245932210859,cov,84
mu,0.20967167148124782,0.014072762023022848,cov_diag,84
var,0.7930477547170035,0.018139163973979647,cov_diag,84
mu,0.20281597774912918,0.01076549399245596,cov,85
var,0.8153327305046391,0.014977371444104225,cov,85
mu,0.20801632595541839,0.014064705767777682,cov_diag,85
var,0.8033466796316383,0.017512257609583505,cov_diag,85
mu,0.20791531124359433,0.01062925284420404,cov,86
var,0.8082138876749394,0.0147702979451483,cov,86
mu,0.21564287774429255,0.013994680059007449,cov_diag,86
var,0.7845934700196959,0.017325139033142232,cov_diag,86
mu,0.20377458499578396,0.010741660497811358,cov,87
var,0.8149671167013359,0.015337979437858465,cov,87
mu,0.202856574678634,0.014198633548839669,cov_diag,87
var,0.7970596577554019,0.018597024534076936,cov_diag,87
mu,0.1992517095974935,0.010819748497060421,cov,88
var,0.8132418134165473,0.015154781789235367,cov,88
mu,0.20910114502493432,0.014026005659643587,cov_diag,88
var,0.7904526411984326,0.017408811930553686,cov_diag,88
mu,0.21846553190338497,0.010579808260363971,cov,89
var,0.7958554773225507,0.014708502815265447,cov,89
mu,0.22453370246115292,0.013838363730003281,cov_diag,89
var,0.7772086784331209,0.017370992627109814,cov_diag,89
mu,0.20902874086144105,0.010652977197937051,cov,90
var,0.8106486687642751,0.015167382625421562,cov,90
mu,0.21158272479184184,0.013968400430120837,cov_diag,90
var,0.7978483063151379,0.017697765333464902,cov_diag,90
mu,0.1999355726037257,0.010607628173208193,cov,91
var,0.7907174078186521,0.014800199955766776,cov,91
mu,0.2045501556492329,0.013912265396337118,cov_diag,91
var,0.7722934041093159,0.017684912222498246,cov_diag,91
mu,0.2246659221458267,0.01057440960235921,cov,92
var,0.7973233389684411,0.014875513474853979,cov,92
mu,0.22385798097746415,0.013874458503664195,cov_diag,92
var,0.793827898151002,0.01830585739559401,cov_diag,92
mu,0.2074851353854572,0.010612817351959514,cov,93
var,0.7951499031313041,0.01501101478224916,cov,93
mu,0.21132533501753958,0.013954694929019486,cov_diag,93
var,0.7782769758925684,0.017963060389542918,cov_diag,93
mu,0.21654221404369325,0.010673752485630064,cov,94
var,0.8102458459488578,0.014891665189829928,cov,94
mu,0.22287864637868074,0.01403685686249256,cov_diag,94
var,0.7857985540243163,0.017333778661548314,cov_diag,94
mu,0.1977610335117245,0.010667805211173605,cov,95
var,0.8055527675391572,0.015003116539864443,cov,95
mu,0.20321795518017133,0.014096335700250357,cov_diag,95
var,0.7807764456877504,0.017798902791669024,cov_diag,95
mu,0.20718909572664254,0.01055205351365988,cov,96
var,0.8050307078606521,0.014939264496839735,cov,96
mu,0.21344151784841606,0.013993509287908882,cov_diag,96
var,0.7826584502719155,0.017420753714648195,cov_diag,96
mu,0.2058350022525034,0.010506275794167443,cov,97
var,0.8031066260324256,0.014626192213961638,cov,97
mu,0.20987489480774738,0.013749167328243057,cov_diag,97
var,0.7848880697118538,0.017535944342971833,cov_diag,97
mu,0.20695625406661466,0.010581345093461482,cov,98
var,0.8066403091558655,0.01497248831720435,cov,98
mu,0.2097779824650891,0.013860853594975757,cov_diag,98
var,0.7942534969971371,0.01795023629760314,cov_diag,98
mu,0.2004644984158282,0.010333815044288642,cov,99
var,0.8131148367802964,0.014210167480778682,cov,99
mu,0.20827889310257908,0.013623174293483552,cov_diag,99
var,0.785542347371988,0.016619325421418793,cov_diag,99
mu,0.20071255548028896,0.010504482415616901,cov,100
var,0.8227859079566991,0.014432409195679528,cov,100
mu,0.20745089250049858,0.013747848244973026,cov_diag,100
var,0.7988677216057308,0.01677937915401052,cov_diag,100
mu,0.2164754393752295,0.010602827153671055,cov,101
var,0.7815438356416918,0.01482170615162378,cov,101
mu,0.22084392308879158,0.013925487838230078,cov_diag,101
var,0.76561712263843,0.01793104783746051,cov_diag,101
mu,0.19920802397315618,0.0106490170051744,cov,102
var,0.8087081143691437,0.014951282037651281,cov,102
mu,0.20404550331613552,0.01405968824610418,cov_diag,102
var,0.7903053240329484,0.017513560748264892,cov_diag,102
mu,0.21252074356036108,0.010533638348055424,cov,103
var,0.8121535825259745,0.014718386690346362,cov,103
mu,0.21820412298517075,0.013752671502042102,cov_diag,103
var,0.7947623022705712,0.017184603150477318,cov_diag,103
mu,0.20888407473167983,0.010714300822435682,cov,104
var,0.8120917511550412,0.015150445884851912,cov,104
mu,0.2149924009717124,0.01406689441274756,cov_diag,104
var,0.789539338385568,0.017778232986781623,cov_diag,104
mu,0.18697867507446891,0.010539169833109582,cov,105
var,0.8170870606407307,0.014662289343118806,cov,105
mu,0.18925146602809312,0.013740312531409123,cov_diag,105
var,0.804283051823364,0.01723969763477558,cov_diag,105
mu,0.18927451691590352,0.010359400980101961,cov,106
var,0.80641405985505,0.014584238868805778,cov,106
mu,0.1922882530055127,0.01370302261090748,cov_diag,106
var,0.7853640317777303,0.01735059174376311,cov_diag,106
mu,0.18880162137379602,0.010599808194267259,cov,107
var,0.8066016340073283,0.014659558380885632,cov,107
mu,0.19550496650946075,0.014022084785550235,cov_diag,107
var,0.7840621435084049,0.01717214853833357,cov_diag,107
mu,0.20828226070909076,0.010555422375418582,cov,108
var,0.7696316850892928,0.01447294031549584,cov,108
mu,0.21072048369771637,0.013694817403309962,cov_diag,108
var,0.7666119809919291,0.017874718672661685,cov_diag,108
mu,0.20646856546450412,0.01043906906083387,cov,109
var,0.7616117974320159,0.014496814325760367,cov,109
mu,0.20757241495314863,0.0137804732951913,cov_diag,109
var,0.7429160530086222,0.017896117657460915,cov_diag,109
mu,0.1975581166521681,0.010413509139678905,cov,110
var,0.8121362865733585,0.014941779305467806,cov,110
mu,0.20096684772195145,0.013796996735707223,cov_diag,110
var,0.7946011143462018,0.017977272184946057,cov_diag,110
mu,0.21168733962545155,0.010674250936137171,cov,111
var,0.8144000973825756,0.014809150497788274,cov,111
mu,0.21126982214071283,0.013978313234259456,cov_diag,111
var,0.8136182974609583,0.017833789646763177,cov_diag,111
mu,0.2152325590544115,0.010475389299204519,cov,112
var,0.8134583800750143,0.014769129702278743,cov,112
mu,0.2175460476059423,0.013797417567531793,cov_diag,112
var,0.8013794949627584,0.01757981776299564,cov_diag,112
mu,0.20819788008045917,0.010752641074078357,cov,113
var,0.7885564885605675,0.015060615068782816,cov,113
mu,0.21081359061652927,0.014210221364232892,cov_diag,113
var,0.7694804058931006,0.018112298364701667,cov_diag,113
mu,0.20526057251374008,0.01045473750841903,cov,114
var,0.8081212337985935,0.01445407403953027,cov,114
mu,0.20769994441555184,0.013595462907636215,cov_diag,114
var,0.7971073163009688,0.01735042952642348,cov_diag,114
mu,0.20856124278917118,0.01051103117184189,cov,115
var,0.7868159398414775,0.01468970855775707,cov,115
mu,0.21068149237774045,0.013662045003946157,cov_diag,115
var,0.78067809279816,0.01791997795506828,cov_diag,115
mu,0.20824012050846477,0.010531232495573086,cov,116
var,0.7962930190903598,0.014624486993661012,cov,116
mu,0.20755874260786536,0.013800652907410312,cov_diag,116
var,0.7951803195015484,0.01802721852340617,cov_diag,116
mu,0.19946697960094176,0.010556691396350116,cov,117
var,0.8195530479404297,0.01501229869662924,cov,117
mu,0.20443466195724735,0.01372266238254448,cov_diag,117
var,0.8052072562720708,0.017566578320017855,cov_diag,117
mu,0.22035652932857897,0.010586337380009367,cov,118
var,0.807253345805271,0.014872409443476184,cov,118
mu,0.2278167031864939,0.01392581102852895,cov_diag,118
var,0.786423196181605,0.017506053366612307,cov_diag,118
mu,0.2053271553204044,0.010697181826204369,cov,119
var,0.8059225850325895,0.014748976975702967,cov,119
mu,0.20421290927605515,0.013864332771061777,cov_diag,119
var,0.8104798231932993,0.017802049959909156,cov_diag,119
mu,0.19292845466615224,0.010787972345778449,cov,120
var,0.8173957564996147,0.015234109877000593,cov,120
mu,0.19813821817451405,0.014056344828700796,cov_diag,120
var,0.7951915621874192,0.01780154652608266,cov_diag,120
mu,0.2134291587093051,0.01037325663013714,cov,121
var,0.7973072032289116,0.014435332758175516,cov,121
mu,0.21690663744366992,0.013538029548756776,cov_diag,121
var,0.7868015288585307,0.01722180047463415,cov_diag,121
mu,0.2025764716055364,0.010561568506704906,cov,122
var,0.8274247738879154,0.014936981886913135,cov,122
mu,0.20941960738130166,0.013832519448747733,cov_diag,122
var,0.804786229036821,0.01718825611814082,cov_diag,122
mu,0.21134720555254405,0.010385738676611687,cov,123
var,0.8114473479911987,0.014716829059239007,cov,123
mu,0.21552271531737194,0.013567504843060237,cov_diag,123
var,0.7935331516018468,0.01735901501991187,cov_diag,123
mu,0.20502539593775634,0.010788984542187515,cov,124
var,0.8199069047667766,0.015186455213112725,cov,124
mu,0.20232637335069714,0.013980010758714032,cov_diag,124
var,0.8198475676786782,0.018222002474715237,cov_diag,124
mu,0.19397042921484722,0.010658313860438131,cov,125
var,0.808691115944065,0.014913582604368534,cov,125
mu,0.20003014978442468,0.013931186443205151,cov_diag,125
var,0.7932065099786877,0.017490640105885503,cov_diag,125
mu,0.20816524078823662,0.010548348173565307,cov,126
var,0.8005733094624623,0.015128818203966403,cov,126
mu,0.21427747259991875,0.013980291533637192,cov_diag,126
var,0.7821073026488978,0.01789889168245458,cov_diag,126
mu,0.2104292225968684,0.010751221568228995,cov,127
var,0.7978662540928426,0.0150994752116426,cov,127
mu,0.2115232376597682,0.014115147369322331,cov_diag,127
var,0.790232388283905,0.01842420111547741,cov_diag,127
mu,0.20602203983348652,0.010677390193769804,cov,128
var,0.7900015006948014,0.015288244359799742,cov,128
mu,0.20315799397652984,0.014074628466738705,cov_diag,128
